kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
11,540011,7489011,LPSE Kementerian Keuangan,Sekretariat Presiden Jakarta,6818011,Pekerjaan Pengadaan Air Minum dan Perlengkapannya periode Bulan Januari s.d Desember 2013,Panitia Pengadaan Air Minum dan Perlengkapan bulan Januari s.d. Desember 2013,364977600,PT. Sindoro Bogatama,01.821.582.2-0280,369888000,2012-12-14,Sekretariat Presiden,"","",2013-01-03,APBN,2013,Pengadaan Barang,509011,369888000,5822011,14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2832114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2901114,Penataan Track Layout Di Emplasemen Gawok Lintas Semarang-Yogyakarta(Paket D.12-06) (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PENINGKATAN JLN KA LINTAS SELATAN JAWA TA 2013,2850000000,"","",3243546000,2012-12-30,PENINGKATAN JALAN KA LINTAS SELATAN JAWA,"","",2013-04-17,APBN,2013,Pekerjaan Konstruksi,251114,3243546000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
212,3212,721212,LPSE Kementerian Pertanian,Kementerian Pertanian,703212,Pengadaan Alat Pengolah Data Sekretariat Badan Karantina Pertanian TA. 2013,Alat Pengolah Data Sekretariat Badan Karantina Pertanian,2280221900,"","",2455360000,2012-12-07,Sekretariat Badan Karantina Pertanian,"","",2013-01-10,APBN,2013,Pengadaan Barang,24212,2500000000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,5999,2671114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2758114,Mengangkat Track Existing Untuk menyesuaikan Track Baru di Km. 166+800 s.d Km.167+550 Antara Brebes-Bulakamba Lintas Semarang Cirebon. Paket 18-13 TR 3 (Lelang Tidak Mengikat),Panitia Pengadaan Barang/Jasa Satker Peningkatan KA Lintas Utara Jawa,3299423000,"","",3442015000,2012-12-25,PENINGKATAN JALAN KA LINTAS UTARA JAWA,"","",2013-04-10,APBN,2013,Pekerjaan Konstruksi,304114,3446418000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,17999,1190252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA SELATAN,1210252,Pengadaan BAMA dan Lauk Pauk Lapas Klas IIA Lubuk Linggau 2013,Pengadaan BAMA dan Lauk Pauk Lapas Lubuk Linggau 2013,1968954000,"","",1971447000,2012-12-18,Lapas Kelas IIA Lubuk Linggau,"","",2013-01-14,APBN,2012,Pengadaan Barang,529252,1974197000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,26999,1079252,LPSE Kementerian Hukum dan HAM RI,KANWIL D.I. YOGYAKARTA,1094252,Pengadaan Bahan Makanan Narapidana/Tahanan pada RUTAN Kelas II B Bantul Tahun Anggaran 2013,Pengadaan Bahan Makan Napi/Tahanan Pada Rutan Kelas IIB Wonosari Tahun 2013,487597162,"","",572793664,2012-12-10,RUTAN KELAS IIB BANTUL,"","",2013-01-31,APBN,2013,Pengadaan Barang,103252,574875000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
519,4519,12519,LPSE Kementerian Pemuda dan Olahraga,Kementerian Pemuda dan Olahraga,13519,Penyiapan Konsumsi Atlet dalam rangka Penyelenggaraan Diklat SMP/SMA Negeri Ragunan (Khusus Olahragawan) Tahun Anggaran 2013,Pokja Pengadaan Barang/Jasa Bidang Keolahragaan,5171400000,"","",5440000000,2012-12-04,Kementerian Negara Pemuda dan Olahraga,"","",2013-01-31,APBN,2013,Jasa Lainnya,2519,5440000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2812114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2877114,PEMBANGUNAN BADAN JALAN KA LINTAS BANDAR TINGGI-KUALA TANJUNG (LELANG TIDAK MENGIKAT),PANITIA PENGADAAN BARANG/JASA KONSTRUKSI PERKERETAAPIAN SUMUT TA.2013,56985915000,"","",60661074000,2012-12-28,PENGEMBANGAN PERKERETAAPIAN SUMATERA UTARA,"","",2013-03-01,APBN,2013,Pekerjaan Konstruksi,394114,60661335000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,615010,LPSE Kota Surabaya,LPSE Kota Surabaya,504010,Pekerjaan Angkutan Sampah Surabaya Utara,POKJA 8_KKJ,3233749860,CV. RAYA TUNGGAL,01.510.592.7-6070,3245270445,2012-12-28,Dinas Kebersihan dan Pertamanan,"","",2013-02-07,APBD,2013,Jasa Lainnya,36010,3347459036,1673010,14843,Bangkalan (Kab.),Jawa Timur
103,1999,1102103,LPSE Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,1037103,Pembangunan Fasilitas Darat Pelabuhan Laut Tanjung Api Api,Panitia Pengadaan Barang/Jasa Kelompok II,13517869000,"","",13574273000,2012-12-28,Dinas Perhubungan Komunikasi dan Informatika Prov. Sumsel,"","",2013-02-06,APBD,2012,Pekerjaan Konstruksi,9103,13574273000,"",14716,Palembang (Kota),Sumatera Selatan
218,2218,792218,LPSE Kementerian Kelautan dan Perikanan,Setjen,856218,Pengadaan Obat-Obatan Non Generik Balai Pengobatan KKP,Panitia Pengadaan B/J Satker Biro Umum 2012,573915960,"","",599999669,2012-12-12," Biro Umum Setjen ","","",2013-01-11,APBN,2013,Pengadaan Barang,109218,600000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,12999,1007252,LPSE Kementerian Hukum dan HAM RI,KANWIL NANGGROE ACEH DARUSSALAM,1017252,PENGADAAN BAHAN MAKANAN NARAPIDANA DAN TAHANAN PADA LEMBAGA PEMASYARAKATAN KLAS IIB LANGSA TAHUN ANGGARAN 2013,Pokja Pengadaan Bama Napi/ Tahanan pada Lapas Klas IIB Langsa T.A 2013,1475276000,"","",1500361000,2012-12-06,LAPAS KLAS IIB LANGSA,"","",2013-01-01,APBN,2013,Pengadaan Barang,258252,1500368000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
41,14041,310041,LPSE Provinsi Papua,Bandar Udara Kelas I Khusus Sentani,372041,PENGADAAN MOBILE TOWER UNTUK AIRPORT EMERGENCY WILAYAH PAPUA DAN PAPUA BARAT,PANITIA PENGADAAN BARANG DAN JASA BANDAR UDARA KELAS I KHUSUS SENTANI,27180780000,"","",27467000000,2012-12-28,BANDAR UDARA KELAS I KHUSUS SENTANI,"","",2013-02-18,APBN,2013,Pengadaan Barang,70041,27500000000,"",15031,Jayapura (Kota),Papua
252,24999,910252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,891252,PENGADAAN BAHAN MAKANAN BAGI NARAPIDANA/TAHANAN LEMBAGA PEMASYARAKATAN KLAS IIA BOGOR TAHUN ANGGARAN 2013,PENGADAAN BAHAN MAKANAN NAPI/TAHANAN LP KLAS IIA BOGOR TA. 2013,3037104592,"","",3076982577,2012-12-07,LAPAS KLAS IIA BOGOR,"","",2013-02-05,APBN,2013,Pengadaan Barang,287252,3080308000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
105,1105,460105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,436105,Bantuan Teknis Penguatan Kelembagaan DAS Citarum Terpadu,Pengadaan Barang/Jasa Ditjen Bina Pembangunan Daerah Kemendagri Tahun 2012-2013,3249268000,"","",3490000000,2012-12-07,Ditjen Bina Pembangunan Daerah,"","",2013-01-29,APBN,2013,Jasa Konsultansi,14105,3490000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
87,1087,107087,LPSE Dewan Perwakilan Rakyat Republik Indonesia,LPSE SETJEN DPR RI,113087,pekerjaan pencetakan majalah parlementaria,Panitia Pengadaan Barang/Jasa Pekerjaan Pencetakan Majalah Parlementaria,1930500000,"","",2970000000,2012-12-19,Setjen DPR RI,"","",2013-01-25,APBN,2013,Pengadaan Barang,1087,3000000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
566,1566,15566,LPSE Kabupaten Bone,ULP Kabupaten Bone,15566,REHABILITASI RUANG KELAS RUSAK BERAT SD INP.5/81 Wanawaru KECAMATAN LIBURENG,Pokja ULP Terhadap Pekerjaan Rehabilitasi Ruang Kelas Sekolah,210427000,cv. sama subur,02.017.170.8-8060,225000000,2012-12-29,Dinas Pendidikan,"","",2013-01-28,APBD,2012,Pekerjaan Konstruksi,6566,225000000,6566,14932,Bone (Kab.),Sulawesi Selatan
566,1566,2566,LPSE Kabupaten Bone,ULP Kabupaten Bone,2566,REHABILITASI RUANG KELAS RUSAK BERAT SD NO.297 LANGI KECAMATAN BONTOCANI,Pokja ULP Terhadap Pekerjaan Rehabilitasi Ruang Kelas Sekolah,223625000,CV. INTI NUSA ABADI,02.017.169.0-8060,225000000,2012-12-29,Dinas Pendidikan,"","",2013-01-28,APBD,2012,Pekerjaan Konstruksi,6566,225000000,5566,14932,Bone (Kab.),Sulawesi Selatan
114,9999,2427114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,2488114,PENGADAAN BELANJA PERMAKANAN PESERTA PEMBENTUKAN SDM PERHUBUNGAN LAUT (LELANG TIDAK MENGIKAT),PANITIA PENGADAAN BARANG/JASA BELANJA BARANG DAN MODAL BADAN LAYANAN UMUM,6981741900,"","",8378100000,2012-12-04,Sekolah Tinggi Ilmu Pelayaran,"","",2013-01-02,APBN,2013,Pengadaan Barang,71114,8378100000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,6999,2724114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,2805114,Pengadaaan dan Pemasangan Fasilitas Keselamatan LLAJ Ruas Jalan Piasak-Sandai Segmen IX (Lelang Tidak Mengikat),PANITIA PENGADAAN BARANG/JASA SATKER LLAJ KALBAR TA.2013,4781275000,"","",4849816000,2012-12-26,Pengembangan LLAJ Kalimantan Barat ,"","",2013-02-25,APBN,2013,Pengadaan Barang,108114,4850000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
47,5047,4503047,LPSE Kementerian Kesehatan,DIREKTORAT JENDERAL BINA UPAYA KESEHATAN ,4060047,PENGADAAN BAHAN MAKANAN KERING KEBUTUHAN BULAN JANUARI-JUNI 2013 RS.JIWA PROF.DR.SOEROJO MAGELANG,Pokja Non Konstruksi ULP RS Jiwa Prof.dr. Soerojo Magelang TA 2012,317000000,"","",364674000,2012-12-05,RS Jiwa Prof.Dr.Soerojo Magelang,"","",2013-01-06,APBN,2013,Pengadaan Barang,124047,386227500,"",14748,Jakarta Pusat (Kota),DKI Jakarta
14,561014,17104014,LPSE Provinsi Jawa Barat,Agency Universitas Padjadjaran,15402014,"Pengadaan Jasa Kebersihan/Cleaning Service Gedung Rumah Sakit Pendidikan Universitas Padjadjaran, Jalan Eyckman No. 38 Bandung, Tahun Anggaran 2013","Panitia Pengadaan Cleaning Service Gedung RSP UNPAD, TA 2013",1149530000,CV. Dewi Mukti,01.448.462.0-4240,1486348000,2012-12-05,ULP UNPAD,"","",2013-01-16,DIPA,0,Jasa Lainnya,257014,1500000000,5206014,14765,Bandung (Kota),Jawa Barat
252,32999,1098252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI UTARA,1113252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA LEMBAGA PEMASYARAKATAN KLAS IIB BITUNG TAHUN ANGGARAN 2013,Unit Layanan Pengadaan (ULP),595908000,"","",598600000,2012-12-10,Lembaga Pemasyarakatan Klas IIB Bitung,"","",2013-01-01,APBN,2013,Pengadaan Barang,507252,598600000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
566,1566,19566,LPSE Kabupaten Bone,ULP Kabupaten Bone,19566,REHABILITASI RUANG KELAS RUSAK BERAT SD No.260 MASAGO KECAMATAN PATIMPENG,Pokja ULP Terhadap Pekerjaan Rehabilitasi Ruang Kelas Sekolah,210782000,"","",225000000,2012-12-29,Dinas Pendidikan,"","",2013-01-28,APBD,2012,Pekerjaan Konstruksi,6566,225000000,"",14932,Bone (Kab.),Sulawesi Selatan
252,27999,1099252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,1114252,"Pengadaan Bahan Makanaan Untuk Narapidana dan Tahanan Pada Rumah Tahanan Negara Klas IIB Nganjuk, T.A. 2013",Pengadaan Bahan Makanan Napi/Tahanan pada Rutan Klas IIB Nganjuk TA. 2013,532744803,"","",548621735,2012-12-10,Rumah Tahanan Negara Klas IIB Nganjuk,"","",2012-12-31,APBN,2013,Pengadaan Barang,208252,551880000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
106,2106,1395106,LPSE Provinsi Aceh,LPSE Provinsi Aceh,1294106,Studi Rencana Induk Perkeretaapian Provinsi Aceh,Satker Pengembangan Perkeretaapian Aceh,1142400000,"","",1160000000,2012-12-14,"Dinas Perhubungan Komunikasi, Informasi dan Telematika","","",2013-02-28,APBN,2013,Jasa Konsultansi,18106,1160000000,"",14638,Banda Aceh (Kota),Aceh
114,5999,2662114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2750114,Pembangunan Jembatan 4 BH antara Ciledug-Ketanggungan Barat. Paket : JB.13-07 (Tidak Mengikat),PANITIA PENGADAAN BARJAS KONSTRUKSI SATKER PEMB. J. GANDA CIREBON KROYA TA 2013,52939414000,"","",55145223000,2012-12-23,PENGEMBANGAN JALUR GANDA CIREBON-KROYA,"","",2013-02-19,APBN,2013,Pekerjaan Konstruksi,397114,55145223000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,23999,957252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANTEN,955252,PENGADAAN BAHAN MAKANAN BAGI TAHANAN/NARAPIDANA TAHUN ANGGARAN 2013,Pembentukan Panitia Pemasukan Bahan Makanan Keperluan Penghuni Rutan Serang,1327503870,"","",1562614000,2012-12-04,Rutan Klas IIB Serang,"","",2012-12-29,APBN,2012,Pengadaan Barang,439252,1568952000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
115,1115,418115,LPSE Kabupaten Magelang,Agency Pemkab Magelang,420115,Pengadaan Bahan Makanan,Panitia Lelang Pengadaan Bahan Makanan,571772830,"","",664875500,2012-12-03,"Panti Sosial Marsudi Putra ( PSMP ) ""ANTASENA"" Kab Magelang","","",2013-01-09,APBN,2012,Pengadaan Barang,18115,665000000,"",14793,Magelang (Kab.),Jawa Tengah
252,16999,973252,LPSE Kementerian Hukum dan HAM RI,KANTOR WILAYAH KEPULAUAN RIAU,972252,Pengadaan baham makan Tahanan/Napi Rutan Klas I Tanjungpinang,Panitia Pengadaan Bama Napi/Tahanan Pada Rutan Klas I Tanjung Pinang T.A 2013,876251072,"","",882524500,2012-12-06,Rumah Tahanan Negara Kelas I Tanjungpinang,"","",2012-12-28,APBN,2013,Pengadaan Barang,119252,882570000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,5999,2585114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2664114,Studi Standarisasi Biaya Operasi KA (PKTE. 2) LELANG TIDAK MENGIKAT,PANITIA PENGADAAN BARANG/JASA SATKER PENG. LALIN DAN PEN. ANG. KA TA. 2013,791930000,PT. Ardi Widya Utama,21.069.181.2-0170,800000000,2012-12-19,PENGEMBANGAN LALU-LINTAS DAN PENINGKATAN ANGKUTAN KA,"","",2013-03-04,APBN,0,Jasa Konsultansi,233114,800000000,249114,14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2827114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2896114,Supervisi/Pengawasan Perkuatan Jalan KA Gunung Sangkaran Km. 168+100-Km. 168+700 (D.2013-4A) (Lelang Tidak Mengikat),POKJA PENGADAAN SATKER PENGEMBANGAN PERKERETAAPIAN LAMPUNG,89237000,PT.ANDAS JAYA PERKASA,01.422.274.9-4230,98421000,2012-12-31,PENGEMBANGAN PERKERETAAPIAN LAMPUNG,"","",2013-03-27,APBN,2013,Jasa Konsultansi,3999,98421000,1252114,14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2590114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2669114,Kajian Manfaat Pembangunan Jalur Ganda Lintas Utara (Dampak terhadap Transportasi Jalan dan Transportasi Lainnya) (PKTE. 7) LELANG TIDAK MENGIKAT,PANITIA PENGADAAN BARANG/JASA SATKER PENG. LALIN DAN PEN. ANG. KA TA. 2013,975060000,PT. Adizha Marathon,02.225.831.3-0190,1000000000,2012-12-19,PENGEMBANGAN LALU-LINTAS DAN PENINGKATAN ANGKUTAN KA,"","",2013-03-13,APBN,0,Jasa Konsultansi,233114,1000000000,314114,14748,Jakarta Pusat (Kota),DKI Jakarta
232,1999,346232,LPSE Kabupaten Kampar,LPSE Kabupaten Kampar,294232,Perencanaan Jalan Pasar Minggu-Boca Kelubi-Kota Batak,Panitia Perencanaan Bina Marga dan Pengairan,216810000,"","",237000000,2012-12-17,Dinas Bina Marga dan Pengairan,"","",2013-01-31,APBD,2013,Jasa Konsultansi,35232,237000000,"",14694,Kampar (Kab.),Riau
119,67119,551119,LPSE Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Bappenas,469119,"Pemeliharaan Sistem Plumbing dan Sewage Treatment Plant (STP) (Air Bersih, Air Kotor, Air Bekas)",Panitia Pengadaan Barang/Pekerjaan Konstruksi/Jasa Lainnya,190465000,"","",210000000,2012-12-10,Biro Umum,"","",2013-01-30,APBN,2013,Jasa Lainnya,353119,210000000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
54,3054,514054,LPSE Kabupaten Sleman,Pemerintah Kabupaten Sleman,490054,Pengadaan Bandwidth Internet dan Colocation Server Tahun 2013,Panitia Pengadaan Bandwidth Internet dan Colocation Server,903000000,"","",908160000,2012-12-10,"Dinas Perhubungan, Komunikasi dan Informatika","","",2012-12-27,APBD,2013,Jasa Lainnya,22054,914420000,"",14814,Sleman (Kab.),DI Yogyakarta
153,1153,1126153,LPSE Kabupaten Banyuasin,Sekretariat Daerah,1092153,Pengerasan Jalan Desa Teluk Betung-Senda Mukti-Tirta Mulya Kec. Pulau Rimau,tim 20 pokja kontruksi,5046475000,"","",5072750000,2012-12-27,Pemerintah Kabupaten Banyuasin,"","",2013-01-29,APBD,2012,Pekerjaan Konstruksi,14153,5150000000,"",14720,Banyuasin (Kab.),Sumatera Selatan
252,16999,1021252,LPSE Kementerian Hukum dan HAM RI,KANTOR WILAYAH KEPULAUAN RIAU,877252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA RUTAN KLAS IIB TANJUNG BALAI KARIMUNTAHUN ANGGARAN 2013,Panitia Pengadaan Bama Pada Rutan Klas IIB Tanjungbalai Karimun T.A 2013,991901000,"","",1094378000,2012-12-07,Rumah Tahanan Negara Kelas IIB Tanjungbalai Karimun,"","",2013-01-01,APBN,2013,Pengadaan Barang,117252,1094386000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
170,39170,1865170,LPSE Kementerian Agama,Kanwil Kementerian Agama Provinsi Gorontalo,1850170,Belanja Jasa Catering,PANITIA PENGADAAN JASA CATERING MAN INSAN CENDEKIA,2944323000,"","",3152639880,2012-12-27,MAN Insan Cendekia Kab. Bone Bolango,"","",2013-01-19,APBN,2013,Jasa Lainnya,237170,3267996000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
29,26029,1626029,LPSE Universitas Diponegoro,RSUP DR. Kariadi Semarang,1458029,Pengadaan Bahan Makanan Kelompok Daging Sapi Bulan Januari s/d Maret Tahun 2013,Pokja Pengadaan Barang Rutin,313199075,CV. IDEA MITRA KOMUNIKA,02.773.537.2-5170,314333000,2012-12-07,RSUP DR. Kariadi Semarang,"","",2012-12-31,APBN,2013,Pengadaan Barang,47029,314333000,1015029,14807,Semarang (Kab.),Jawa Tengah
105,1105,511105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,490105,"PENGEMBANGAN SISTEM PEMETAAN POTENSI EKONOMI DAERAH SUMATERA, BALI DAN NUSA TENGGARA",Pengadaan Barang/Jasa Ditjen Bina Pembangunan Daerah Kemendagri Tahun 2012-2013,1474979000,"","",1499982000,2012-12-20,Ditjen Bina Pembangunan Daerah,"","",2013-02-08,APBN,2013,Jasa Konsultansi,14105,1499982000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,7999,2564114,LPSE Kementerian Perhubungan,Ditjen Phb Udara,2645114,Pelebaran Apron 60mx85m dengan hotmix termasuk marking 5.100M2,PANITIA PENGADAAN BARANG/JASA BANDARA BETOAMBARI BAU-BAU TA.2013,5480180000,"","",5497000000,2012-12-29,BANDAR UDARA BETOAMBARI BAU-BAU,"","",2013-01-25,APBN,2013,Pekerjaan Konstruksi,241114,5497800000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,3999,2646114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,2546114,Subsidi Pengoperasian Angkutan Laut Perintis Kode Trayek R-19 (Lelang Tidak Mengikat),PANITIA PENGADAAN BARANG/JASA PEMERINTAH KANTOR ADPEL L.SAY MAUMERE TA.2013,5163776253,"","",5300246000,2012-12-26,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN L. SAY MAUMERE,"","",2013-01-14,APBN,2013,Jasa Lainnya,106114,5300246000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,9999,2723114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,2615114,Pengadaan LCD Projector dan Instalasinya Pada STIP TA. 2013 (Lelang Tidak Mengikat),PANITIA PENGADAAN BARANG/JASA BELANJA BARANG DAN MODAL RUPIAH MURNI,238232363,"","",242593000,2012-12-27,Sekolah Tinggi Ilmu Pelayaran,"","",2013-01-16,APBN,2013,Pengadaan Barang,71114,300000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
